"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"RPS8",2.55100837134187e-13,0.564039176085392,1,0.909,5.04640476018848e-09,"7","RPS8",0.091
"CDC42SE2",3.67672881024159e-13,0.546299712070059,0.612,0.19,7.27330493241992e-09,"7","CDC42SE2",0.422
"CREM",4.35773495025695e-13,0.891388114992841,1,0.726,8.6204712785983e-09,"7","CREM",0.274
"PPIB",5.38321235275473e-13,0.708605272590238,0.939,0.517,1.06490706762194e-08,"7","PPIB",0.422
"AMZ2",6.72795188714363e-13,0.560716961736804,0.408,0.096,1.33092344231475e-08,"7","AMZ2",0.312
"KLF3",6.97083668871641e-13,0.548607395322521,0.388,0.089,1.37897091376188e-08,"7","KLF3",0.299
"BHLHE40",7.62742241934235e-13,0.71780450544399,0.816,0.348,1.5088567029943e-08,"7","BHLHE40",0.468
"SBDS",9.99736632367227e-13,0.503188328315857,0.51,0.14,1.97767900614885e-08,"7","SBDS",0.37
"REL2",1.09816290259937e-12,0.96369444596103,0.878,0.418,2.17238585392208e-08,"7","REL",0.46
"TRAM1",1.13594057814211e-12,0.517790401620931,0.735,0.27,2.24711765168072e-08,"7","TRAM1",0.465
"RPL10A",1.22544913142004e-12,0.547502396951464,1,0.877,2.42418347177513e-08,"7","RPL10A",0.123
"TGFB1",1.36719820532445e-12,0.651136480282472,0.735,0.276,2.70459148977284e-08,"7","TGFB1",0.459
"SRSF21",1.61001306253508e-12,0.695315378179541,0.918,0.47,3.1849278403069e-08,"7","SRSF2",0.448
"SPINT2",1.73696579999873e-12,0.506915577047235,0.755,0.283,3.43606574555749e-08,"7","SPINT2",0.472
"SIK1",2.38428182634506e-12,0.554018767564427,0.429,0.104,4.7165863088758e-08,"7","SIK1",0.325
"MARCKSL11",2.92620643873617e-12,0.887236574843598,0.98,0.498,5.78862157710789e-08,"7","MARCKSL1",0.482
"EIF4A3",3.11406731979047e-12,0.71080235261611,0.694,0.288,6.16024797200951e-08,"7","EIF4A3",0.406
"NR4A11",4.07128266759292e-12,0.538831340469094,0.571,0.177,8.05381137303232e-08,"7","NR4A1",0.394
"OSTC",4.13372466571162e-12,0.508617960946071,0.816,0.334,8.17733413371073e-08,"7","OSTC",0.482
"VIMP",5.57420128555836e-12,0.85437737565717,0.714,0.301,1.10268849830915e-07,"7","VIMP",0.413
"C12orf44",6.21248166378607e-12,0.527962553455101,0.49,0.141,1.22895312273016e-07,"7","C12orf44",0.349
"RSL24D1",6.54881567480574e-12,0.540509908569534,0.714,0.274,1.29548671679007e-07,"7","RSL24D1",0.44
"IL2RG",1.18052539689776e-11,0.552721696425513,0.776,0.296,2.33531534014314e-07,"7","IL2RG",0.48
"PRKCB",1.19971800953714e-11,0.522577462946588,0.449,0.125,2.37328216646638e-07,"7","PRKCB",0.324
"SSR4",1.35965438293062e-11,0.593851576146342,0.959,0.648,2.68966830031335e-07,"7","SSR4",0.311
"IL10RA",1.49932699359144e-11,0.529024357391527,0.592,0.199,2.96596865872259e-07,"7","IL10RA",0.393
"RBM3",2.15995738273128e-11,0.596840348415006,0.98,0.583,4.27282769451901e-07,"7","RBM3",0.397
"VCP",4.79824665417292e-11,0.505917723076751,0.612,0.218,9.49189153128487e-07,"7","VCP",0.394
"SRP14",6.24797176054115e-11,0.536207535653443,1,0.771,1.23597377367025e-06,"7","SRP14",0.229
"DNAJB9",6.34552187936292e-11,0.651978629581823,0.531,0.178,1.25527113817557e-06,"7","DNAJB9",0.353
"RBM17",6.59533826016651e-11,0.540647370211005,0.612,0.222,1.30468981462614e-06,"7","RBM17",0.39
"HMGB1",7.86120327578499e-11,0.635395552083404,0.939,0.568,1.55510323201579e-06,"7","HMGB1",0.371
"ATF5",1.2325820331207e-10,0.685966164039889,0.551,0.181,2.43829377791937e-06,"7","ATF5",0.37
"PABPC11",1.8016592164641e-10,0.589947534253963,1,0.819,3.56404226200927e-06,"7","PABPC1",0.181
"CDK2AP2",4.76057069219308e-10,0.527904257433768,0.449,0.141,9.41736094329635e-06,"7","CDK2AP2",0.308
"SNHG151",6.64477912904695e-10,0.599947375870995,0.49,0.166,1.31447020730807e-05,"7","SNHG15",0.324
"CD97",7.45135587814509e-10,0.611537865771255,0.612,0.234,1.47402721981466e-05,"7","CD97",0.378
"YWHAZ",8.09135191760094e-10,0.516858030284471,0.98,0.632,1.60063123633982e-05,"7","YWHAZ",0.348
"BTG2",1.09401253000473e-09,0.62186872851653,0.429,0.129,2.16417558685536e-05,"7","BTG2",0.3
"MTDH",1.34701788400498e-09,0.557372977902521,0.673,0.28,2.66467077813866e-05,"7","MTDH",0.393
"HSP90B1",1.39853026065128e-09,0.927423863940936,0.816,0.529,2.76657256162037e-05,"7","HSP90B1",0.287
"AGPAT2",2.67629039120172e-09,0.586978593805527,0.408,0.128,5.29423765187525e-05,"7","AGPAT2",0.28
"DDX5",4.06105515973312e-09,0.501398887294152,1,0.733,8.03357931698406e-05,"7","DDX5",0.267
"HLA-DQA21",5.40424070620289e-09,0.730383044399494,0.796,0.399,0.000106906689650106,"7","HLA-DQA2",0.397
"FAM177A11",5.92882148754466e-09,0.72460648224905,0.653,0.305,0.000117283946666608,"7","FAM177A1",0.348
"THBD1",8.84610392656424e-09,0.570918136835394,0.551,0.212,0.000174993627875294,"7","THBD",0.339
"AP3S1",1.20988381118154e-08,0.51363766001544,0.592,0.252,0.000239339215527932,"7","AP3S1",0.34
"RNF149",2.13454719457605e-08,0.55126308109958,0.735,0.369,0.000422256126031035,"7","RNF149",0.366
"MAP2K3",2.40234032356638e-08,0.556897241071903,0.816,0.391,0.000475230962807902,"7","MAP2K3",0.425
"ZFP362",2.4948953126951e-08,0.534725812061984,0.959,0.561,0.000493540190757345,"7","ZFP36",0.398
"DUSP51",3.19067603469523e-08,0.737476485179895,0.449,0.17,0.00063117953318341,"7","DUSP5",0.279
"LRRFIP11",7.08646956569456e-08,0.782851039618163,0.714,0.405,0.0014018454094857,"7","LRRFIP1",0.309
"DBI",8.66217143689344e-08,0.600138827162295,0.98,0.679,0.00171355075364626,"7","DBI",0.301
"AXL",8.68799139097604e-08,0.6272662270798,0.347,0.108,0.00171865845696288,"7","AXL",0.239
"SERPINB91",2.00428753052509e-07,0.775290982225624,0.837,0.561,0.00396488159288472,"7","SERPINB9",0.276
"JUNB2",2.05805416644371e-07,0.67740851823596,0.878,0.478,0.00407124275205895,"7","JUNB",0.4
"ID22",2.24187245068171e-07,0.960786912992122,0.816,0.554,0.00443487208193856,"7","ID2",0.262
"UGCG",2.84961636375898e-07,0.505677245449094,0.286,0.081,0.00563711109078801,"7","UGCG",0.205
"CCR72",7.85435440387679e-07,0.647264553236348,0.388,0.133,0.0155374838817491,"7","CCR7",0.255
"XBP1",1.33123216902161e-06,0.532759015832049,0.673,0.365,0.0263344347675855,"7","XBP1",0.308
"TUBB4B",2.19772714619354e-06,0.58914046511175,0.755,0.427,0.0434754384060007,"7","TUBB4B",0.328
