"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"CD1C",2.34878253562806e-58,0.874540127521538,0.382,0.028,4.64636161197943e-54,"Macrophage C6","CD1C",0.354
"FCER1A",4.69390289298649e-55,1.50672008673121,0.3,0.016,9.28547870290587e-51,"Macrophage C6","FCER1A",0.284
"CST7",3.93441625167093e-54,1.22298167161222,0.736,0.14,7.78306222905542e-50,"Macrophage C6","CST7",0.596
"AMICA1",2.22351258424844e-50,0.635338876548063,0.673,0.117,4.39855259416026e-46,"Macrophage C6","AMICA1",0.556
"CLEC10A",2.05204938555733e-45,0.9658646593517,0.573,0.099,4.0593640945095e-41,"Macrophage C6","CLEC10A",0.474
"PKIB",3.0298086028634e-43,0.57499524763912,0.436,0.057,5.99356737818437e-39,"Macrophage C6","PKIB",0.379
"HLA-DPB1",3.22132442692105e-37,1.05348712623116,1,0.841,6.37242398133522e-33,"Macrophage C6","HLA-DPB1",0.159
"HLA-DPA1",3.4314025858479e-37,1.05048732049655,1,0.82,6.78800059532432e-33,"Macrophage C6","HLA-DPA1",0.18
"HLA-DRA",3.93812804096021e-36,0.885649923267689,1,0.972,7.79040489062749e-32,"Macrophage C6","HLA-DRA",0.028
"HLA-DQB1",1.49016807106592e-35,1.01803396377095,1,0.705,2.9478504781826e-31,"Macrophage C6","HLA-DQB1",0.295
"CD74",2.08816615723318e-35,0.894859020163041,1,0.936,4.13081029223868e-31,"Macrophage C6","CD74",0.0639999999999999
"HLA-DRB1",2.53305028082211e-34,0.934560843824354,1,0.881,5.0108800655223e-30,"Macrophage C6","HLA-DRB1",0.119
"SNHG15",3.1510031442479e-34,0.53865473577057,0.582,0.13,6.2333144199512e-30,"Macrophage C6","SNHG15",0.452
"HLA-DQA1",9.4554198959321e-34,1.12667715232519,0.991,0.584,1.87047116381329e-29,"Macrophage C6","HLA-DQA1",0.407
"ARL4C",6.37803513472735e-33,0.742633036163814,0.809,0.258,1.26170291035176e-28,"Macrophage C6","ARL4C",0.551
"CSF2RA",6.62448031000495e-32,0.619420127578267,0.736,0.216,1.31045469492518e-27,"Macrophage C6","CSF2RA",0.52
"GPR183",6.89633413263961e-32,1.06012859336601,0.964,0.539,1.36423281811877e-27,"Macrophage C6","GPR183",0.425
"RUNX3",7.46382664691081e-32,0.586756986804104,0.627,0.159,1.4764941872919e-27,"Macrophage C6","RUNX3",0.468
"STK4",8.01728279801256e-32,0.649186068251877,0.645,0.168,1.58597888310285e-27,"Macrophage C6","STK4",0.477
"CXCR4",1.35243492441313e-31,0.967405289335108,0.936,0.404,2.67538676747406e-27,"Macrophage C6","CXCR4",0.532
"AGPAT9",5.06495381605434e-31,0.61614754272382,0.418,0.076,1.00194916389187e-26,"Macrophage C6","AGPAT9",0.342
"AKAP13",4.4381215037778e-30,0.700707329070755,0.8,0.284,8.77949195877325e-26,"Macrophage C6","AKAP13",0.516
"LMNA",4.56366567995908e-30,1.1311338291665,0.873,0.424,9.02784344809505e-26,"Macrophage C6","LMNA",0.449
"PPA1",1.19910598538021e-29,0.729799429111124,0.873,0.318,2.37207146027912e-25,"Macrophage C6","PPA1",0.555
"HLA-DRB5",5.90751624069274e-29,0.992804172793762,0.936,0.701,1.16862486273384e-24,"Macrophage C6","HLA-DRB5",0.235
"SLC25A19",6.72697943372833e-29,0.551965847633244,0.482,0.105,1.33073107158014e-24,"Macrophage C6","SLC25A19",0.377
"HLA-DQA2",1.54350712458499e-27,0.939791635072371,0.855,0.37,3.05336579385403e-23,"Macrophage C6","HLA-DQA2",0.485
"LRRFIP1",1.73603475886856e-26,0.686555847838241,0.882,0.357,3.43422395999379e-22,"Macrophage C6","LRRFIP1",0.525
"EZR",3.44822989167348e-26,0.712173690764521,0.9,0.373,6.82128837170848e-22,"Macrophage C6","EZR",0.527
"CCR7",3.72055074371517e-26,0.58669740595307,0.473,0.104,7.35999348121736e-22,"Macrophage C6","CCR7",0.369
"HLA-DMA",4.4929156491791e-26,0.605669046971008,0.991,0.553,8.8878857372061e-22,"Macrophage C6","HLA-DMA",0.438
"CEBPD",9.90277892473993e-26,0.646760543222182,0.664,0.207,1.95896772689205e-21,"Macrophage C6","CEBPD",0.457
"ZFP36",1.71968855194401e-25,0.721536005804074,0.955,0.514,3.40188789345565e-21,"Macrophage C6","ZFP36",0.441
"RASSF5",5.93034240566795e-25,0.548310158966606,0.655,0.205,1.17314033468923e-20,"Macrophage C6","RASSF5",0.45
"SRSF2",5.98873966227286e-24,0.5913320444075,0.918,0.419,1.18469247999082e-19,"Macrophage C6","SRSF2",0.499
"CPVL",1.92527463904e-23,0.750808928710698,0.836,0.346,3.80857829094892e-19,"Macrophage C6","CPVL",0.49
"INSIG1",2.43476597726867e-22,0.76921101755281,0.882,0.441,4.81645405623289e-18,"Macrophage C6","INSIG1",0.441
"RALA",4.79872593050658e-21,0.646763265094982,0.8,0.364,9.49283963572811e-17,"Macrophage C6","RALA",0.436
"REL",6.86927717254347e-21,0.729560249992318,0.827,0.378,1.35888041027255e-16,"Macrophage C6","REL",0.449
"YPEL5",2.28709563323398e-20,0.560071338243826,0.836,0.368,4.52433258166346e-16,"Macrophage C6","YPEL5",0.468
"JUNB",2.68257710316303e-20,0.624646941167303,0.918,0.434,5.30667402547711e-16,"Macrophage C6","JUNB",0.484
"PABPC1",1.44193114978669e-19,0.609598406810375,1,0.799,2.85242820050803e-15,"Macrophage C6","PABPC1",0.201
"NEAT1",1.64701854020487e-19,0.615849111084642,0.991,0.696,3.25813207623328e-15,"Macrophage C6","NEAT1",0.295
"CST3",9.07430915653217e-19,0.711377607032154,1,0.81,1.79507983734519e-14,"Macrophage C6","CST3",0.19
"RGS1",1.70280118699979e-18,0.575055301019543,0.891,0.416,3.36848130812298e-14,"Macrophage C6","RGS1",0.475
"KLF4",2.46160956778384e-18,0.50174272407643,0.818,0.358,4.86955604698999e-14,"Macrophage C6","KLF4",0.46
"DUSP4",4.59702313991105e-18,0.544402976131284,0.782,0.347,9.09383117537204e-14,"Macrophage C6","DUSP4",0.435
"BID",7.51089886323709e-18,0.521510766102238,0.845,0.415,1.48580601312556e-13,"Macrophage C6","BID",0.43
"NR4A3",1.84076193430446e-17,0.555020994309016,0.691,0.285,3.64139525844108e-13,"Macrophage C6","NR4A3",0.406
"CD86",8.55098554716267e-17,0.522043894586968,0.891,0.454,1.69155596093972e-12,"Macrophage C6","CD86",0.437
"FCGR2B",3.34446621760592e-16,0.516200111795323,0.5,0.168,6.61602307166803e-12,"Macrophage C6","FCGR2B",0.332
"SERPINB1",1.64499817452188e-15,0.609148904295805,0.927,0.586,3.25413538883919e-11,"Macrophage C6","SERPINB1",0.341
"SERPINB9",6.11401664061671e-15,0.522130654947814,0.927,0.527,1.2094747718468e-10,"Macrophage C6","SERPINB9",0.4
"CREM",5.02570908693718e-14,0.570218942051009,0.945,0.695,9.94185771577912e-10,"Macrophage C6","CREM",0.25
"LDHA",8.16068446450157e-14,0.562554828248519,0.982,0.643,1.6143466007677e-09,"Macrophage C6","LDHA",0.339
"ID2",9.4967018787215e-14,0.784649521684819,0.864,0.521,1.87863756564869e-09,"Macrophage C6","ID2",0.343
"GADD45B",2.19045592862837e-13,0.571544600220555,0.745,0.38,4.33315991801265e-09,"Macrophage C6","GADD45B",0.365
"INHBA",4.78162600784197e-122,1.73432574007734,0.73,0.127,9.45901256871298e-118,"Macrophage C4","INHBA",0.603
"FTH1",4.93330763977969e-106,0.939517997112929,1,0.992,9.75906917301218e-102,"Macrophage C4","FTH1",0.00800000000000001
"CSTB",1.57152691664261e-83,1.42236544324747,0.958,0.706,3.1087945465024e-79,"Macrophage C4","CSTB",0.252
"SOD2",1.71351178671911e-83,1.09296981098185,0.996,0.778,3.38966901648775e-79,"Macrophage C4","SOD2",0.218
"C15orf48",1.27638026746171e-80,1.31506820057966,0.982,0.661,2.52493544509276e-76,"Macrophage C4","C15orf48",0.321
"SDC2",4.45232566804335e-78,1.18610936367861,0.807,0.3,8.80759063652335e-74,"Macrophage C4","SDC2",0.507
"IL1RN",2.12582848866635e-77,1.1782657845224,0.944,0.444,4.20531391627977e-73,"Macrophage C4","IL1RN",0.5
"CCL3L3",9.72191513870377e-69,2.12704660159196,0.649,0.194,1.92318925273838e-64,"Macrophage C4","CCL3L3",0.455
"CCL3",2.01929885516974e-66,1.81764082068701,0.923,0.538,3.99457699529678e-62,"Macrophage C4","CCL3",0.385
"IL8",3.82785308129751e-65,1.22734210575752,0.993,0.701,7.57225896542273e-61,"Macrophage C4","IL8",0.292
"CXCL5",7.41254361663107e-63,2.10889863219798,0.46,0.087,1.46634937824196e-58,"Macrophage C4","CXCL5",0.373
"SPP1",2.66035424500603e-62,1.69119582866784,0.684,0.235,5.26271276747093e-58,"Macrophage C4","SPP1",0.449
"TNIP3",1.60349933884656e-59,0.981613593746404,0.4,0.065,3.17204239210627e-55,"Macrophage C4","TNIP3",0.335
"MT2A",3.50071920168818e-57,1.59469685809874,0.814,0.407,6.92512272477956e-53,"Macrophage C4","MT2A",0.407
"PLAUR",2.24870044246086e-54,0.863666642147803,0.975,0.666,4.44837921527608e-50,"Macrophage C4","PLAUR",0.309
"RAB13",3.67131762292651e-53,0.865551170915257,0.667,0.249,7.26260052167322e-49,"Macrophage C4","RAB13",0.418
"CLEC4E",5.71138935082089e-53,1.0354542866358,0.688,0.278,1.12982704137939e-48,"Macrophage C4","CLEC4E",0.41
"IL1B",3.18225664930819e-52,1.13855791232353,0.926,0.562,6.29514010366145e-48,"Macrophage C4","IL1B",0.364
"CXCL3",2.57826714654462e-51,1.47318717868552,0.881,0.54,5.10032806929457e-47,"Macrophage C4","CXCL3",0.341
"CCL4",7.1476530031341e-51,1.66537477566079,0.821,0.395,1.41394871707999e-46,"Macrophage C4","CCL4",0.426
"SLAMF9",2.12075656441868e-50,1.04558458753853,0.418,0.093,4.19528063573304e-46,"Macrophage C4","SLAMF9",0.325
"SLC39A8",2.22000697632394e-49,1.1483619368785,0.519,0.158,4.39161780056402e-45,"Macrophage C4","SLC39A8",0.361
"PTGS2",2.31990331867569e-49,1.33569117885198,0.681,0.277,4.58923274500425e-45,"Macrophage C4","PTGS2",0.404
"SERPINA1",2.44178663749693e-49,0.747460204791402,0.923,0.558,4.83034232629642e-45,"Macrophage C4","SERPINA1",0.365
"G0S2",3.0758185315106e-49,0.986965302455927,0.954,0.589,6.08458421903426e-45,"Macrophage C4","G0S2",0.365
"TNFSF15",1.10168252252067e-47,1.3880156199658,0.298,0.043,2.17934836605039e-43,"Macrophage C4","TNFSF15",0.255
"CD44",1.36976925093654e-47,0.734092827468506,0.965,0.67,2.70967753220266e-43,"Macrophage C4","CD44",0.295
"SAT1",4.36088752930561e-45,0.587907686179517,1,0.944,8.62670771047236e-41,"Macrophage C4","SAT1",0.056
"ANXA5",5.86530617437218e-45,0.699726536106905,0.944,0.746,1.16027486741431e-40,"Macrophage C4","ANXA5",0.198
"CLEC5A",2.08771341572478e-44,0.921789245743414,0.547,0.185,4.12991467898677e-40,"Macrophage C4","CLEC5A",0.362
"CCL20",5.13025413121913e-44,1.26069548423836,0.712,0.327,1.01486687223777e-39,"Macrophage C4","CCL20",0.385
"GAPDH",2.03240123454053e-42,0.602727199125574,0.982,0.933,4.02049612216808e-38,"Macrophage C4","GAPDH",0.0489999999999999
"CXCL2",1.60852359835038e-41,0.85246991041569,0.944,0.599,3.18198138225672e-37,"Macrophage C4","CXCL2",0.345
"MIF",1.68995617726974e-41,0.819822477592339,0.832,0.554,3.34307130987499e-37,"Macrophage C4","MIF",0.278
"BNIP3L",1.96198445950872e-40,0.858890165742099,0.751,0.409,3.88119765780016e-36,"Macrophage C4","BNIP3L",0.342
"CXCL1",6.54212971693939e-40,1.56374029902664,0.604,0.243,1.29416410060495e-35,"Macrophage C4","CXCL1",0.361
"AQP9",1.1514154469452e-39,0.803444693442909,0.653,0.279,2.27773003714698e-35,"Macrophage C4","AQP9",0.374
"FCER1G",1.94340484839098e-39,0.564459603199126,0.993,0.842,3.84444347108704e-35,"Macrophage C4","FCER1G",0.151
"SLC25A37",3.29871734590228e-39,0.816517208335093,0.656,0.29,6.52552265366389e-35,"Macrophage C4","SLC25A37",0.366
"MMP14",1.15263075254697e-38,0.680019112226583,0.537,0.186,2.28013415468842e-34,"Macrophage C4","MMP14",0.351
"ITGB8",1.16269046192714e-38,0.649775668133178,0.291,0.053,2.30003427178426e-34,"Macrophage C4","ITGB8",0.238
"SLC7A11",1.03978371199527e-37,0.821384785596676,0.414,0.117,2.05690013906904e-33,"Macrophage C4","SLC7A11",0.297
"FLT1",6.32056548351338e-37,0.687455901973435,0.277,0.05,1.25033426394862e-32,"Macrophage C4","FLT1",0.227
"NAMPT",8.27661508338994e-37,0.647901917442437,0.867,0.586,1.6372799957962e-32,"Macrophage C4","NAMPT",0.281
"TNFAIP6",1.07273423929913e-36,1.10290439070924,0.484,0.167,2.12208287218155e-32,"Macrophage C4","TNFAIP6",0.317
"MMP19",8.16563981752559e-34,0.764814008848731,0.6,0.266,1.61532686870291e-29,"Macrophage C4","MMP19",0.334
"EREG",3.37578880753053e-33,0.607025034084411,0.849,0.46,6.67798541905689e-29,"Macrophage C4","EREG",0.389
"ERO1L",1.81656067458917e-32,0.718814946027055,0.4,0.13,3.59352032647231e-28,"Macrophage C4","ERO1L",0.27
"BCL2A1",3.07657167994386e-32,0.543076225188913,0.933,0.614,6.08607409726494e-28,"Macrophage C4","BCL2A1",0.319
"NINJ1",1.07530356428106e-31,0.631074337262634,0.874,0.597,2.1271655108608e-27,"Macrophage C4","NINJ1",0.277
"TREM1",4.21399192711898e-30,0.598235684055906,0.744,0.406,8.33611883022676e-26,"Macrophage C4","TREM1",0.338
"BASP1",5.83367027253743e-29,0.738102392237234,0.705,0.401,1.15401665331335e-24,"Macrophage C4","BASP1",0.304
"CD63",3.3598096061665e-28,0.502561088123775,0.961,0.808,6.64637536291858e-24,"Macrophage C4","CD63",0.153
"C4orf3",3.69264081801656e-28,0.663390713381089,0.835,0.612,7.30478206620036e-24,"Macrophage C4","C4orf3",0.223
"TPI1",6.82753106001879e-28,0.504647617197326,0.884,0.749,1.35062219429292e-23,"Macrophage C4","TPI1",0.135
"CTSL",3.98840807478142e-27,0.592842698265517,0.884,0.583,7.8898688535326e-23,"Macrophage C4","CTSL",0.301
"RP11-701P16.5",3.8565764402817e-26,0.749136795371797,0.305,0.086,7.62907951416525e-22,"Macrophage C4","RP11-701P16.5",0.219
"ATP13A3",4.95069350969261e-26,0.645352750290589,0.639,0.357,9.79346190087392e-22,"Macrophage C4","ATP13A3",0.282
"BCAT1",2.059942933755e-25,0.629587474711434,0.442,0.19,4.07497911155414e-21,"Macrophage C4","BCAT1",0.252
"SLC16A10",2.13477556091605e-25,0.628665125632072,0.523,0.253,4.22301301460414e-21,"Macrophage C4","SLC16A10",0.27
"SEC61G",1.22229889051988e-24,0.601043318129503,0.895,0.704,2.41795166522643e-20,"Macrophage C4","SEC61G",0.191
"PGK1",2.19667640237775e-24,0.545321558517406,0.804,0.594,4.34546525918366e-20,"Macrophage C4","PGK1",0.21
"PDE4DIP",6.07853741783253e-24,0.578238047929233,0.505,0.24,1.20245627199563e-19,"Macrophage C4","PDE4DIP",0.265
"IL3RA",6.57048316824262e-24,0.641956909133246,0.411,0.168,1.29977298034176e-19,"Macrophage C4","IL3RA",0.243
"GK",1.4609068963617e-23,0.56687953830706,0.684,0.4,2.88996602238271e-19,"Macrophage C4","GK",0.284
"RGCC",1.76384823566709e-23,0.637230973007953,0.804,0.54,3.48924457979664e-19,"Macrophage C4","RGCC",0.264
"PPIF",1.49914576296627e-22,0.532663578377344,0.775,0.495,2.96561014829987e-18,"Macrophage C4","PPIF",0.28
"RP11-290F20.3",1.60557016180154e-22,0.562407208046533,0.54,0.267,3.17613889407581e-18,"Macrophage C4","RP11-290F20.3",0.273
"PID1",2.69865904561549e-22,0.616412573454659,0.354,0.134,5.33848732403657e-18,"Macrophage C4","PID1",0.22
"ZFYVE16",6.97654925737724e-22,0.556783684811788,0.421,0.181,1.38010097409437e-17,"Macrophage C4","ZFYVE16",0.24
"IL1A",1.07439085815065e-21,0.756737790789221,0.389,0.155,2.12535999559361e-17,"Macrophage C4","IL1A",0.234
"C1orf122",4.94983572195644e-21,0.500523553809879,0.368,0.148,9.79176502517423e-17,"Macrophage C4","C1orf122",0.22
"IL6",5.56381101023607e-21,1.40875284693381,0.368,0.149,1.1006330940449e-16,"Macrophage C4","IL6",0.219
"PILRA",2.68285843398565e-20,0.591676622782403,0.474,0.241,5.30723055411041e-16,"Macrophage C4","PILRA",0.233
"SLC11A1",3.01344803628455e-20,0.537948408138565,0.551,0.29,5.9612029053781e-16,"Macrophage C4","SLC11A1",0.261
"TMEM50A",8.41457548163156e-20,0.513193881569944,0.698,0.493,1.66457132177636e-15,"Macrophage C4","TMEM50A",0.205
"S100A8",1.85518934005785e-19,0.501921889117807,0.821,0.511,3.66993555250244e-15,"Macrophage C4","S100A8",0.31
"MALAT1",2.3456805134178e-19,0.5368378677323,0.993,0.826,4.6402251916431e-15,"Macrophage C4","MALAT1",0.167
"DUSP41",2.57883611234129e-19,0.562367325113141,0.579,0.335,5.10145359743354e-15,"Macrophage C4","DUSP4",0.244
"DNAAF1",6.78481874407892e-19,0.675657424759678,0.27,0.089,1.34217284395369e-14,"Macrophage C4","DNAAF1",0.181
"MARCO",1.28107930210495e-17,0.602255345540379,0.253,0.085,2.53423107542402e-13,"Macrophage C4","MARCO",0.168
"CARD16",1.81963418269682e-16,0.532793950691699,0.625,0.402,3.59960034021085e-12,"Macrophage C4","CARD16",0.223
"NUMB",3.32471211918377e-16,0.53044133695419,0.414,0.214,6.57694551416933e-12,"Macrophage C4","NUMB",0.2
"CD48",1.62010502763104e-15,0.571837660846741,0.596,0.412,3.20489176565973e-11,"Macrophage C4","CD48",0.184
"FNDC3B",2.2763745126057e-15,0.5133634513077,0.481,0.271,4.5031240608366e-11,"Macrophage C4","FNDC3B",0.21
"FCGR2B1",6.83187655881336e-14,0.565936023372397,0.34,0.159,1.35148182086446e-09,"Macrophage C4","FCGR2B",0.181
"TNFRSF1B",3.99409504131861e-13,0.509765082253875,0.561,0.384,7.90111881073647e-09,"Macrophage C4","TNFRSF1B",0.177
"SMOX",6.40538876731928e-10,0.501064936382578,0.263,0.131,1.2671140059511e-05,"Macrophage C4","SMOX",0.132
"TWISTNB",1.71906899941452e-08,0.608435679804865,0.4,0.257,0.00034006622946418,"Macrophage C4","TWISTNB",0.143
"PLAC8",3.19185368585112e-08,0.610231862981412,0.263,0.141,0.000631412496135069,"Macrophage C4","PLAC8",0.122
